n,k_typ,algorytm,avg_porownania,avg_przestawienia
38900,2,SELECT,311753,343573
38900,2,RAND_SELECT,131172,132212
38900,3,SELECT,314061,346275
38900,3,RAND_SELECT,128496,126813
38900,4,SELECT,312441,344640
38900,4,RAND_SELECT,136550,143452
38900,5,SELECT,314797,347633
38900,5,RAND_SELECT,76243,77819
39000,1,SELECT,314892,346886
39000,1,RAND_SELECT,77724,77510
39000,2,SELECT,314558,346711
39000,2,RAND_SELECT,124558,122608
39000,3,SELECT,314211,346614
39000,3,RAND_SELECT,134104,124301
39000,4,SELECT,311270,343402
39000,4,RAND_SELECT,132579,128386
39000,5,SELECT,314269,346972
39000,5,RAND_SELECT,76761,78021
39100,1,SELECT,315090,347067
39100,1,RAND_SELECT,78967,79798
39100,2,SELECT,316074,348542
39100,2,RAND_SELECT,118664,108603
39100,3,SELECT,313186,345350
39100,3,RAND_SELECT,132961,135820
39100,4,SELECT,313535,345889
39100,4,RAND_SELECT,122644,115662
39100,5,SELECT,314374,346875
39100,5,RAND_SELECT,78716,78220
39200,1,SELECT,315464,347496
39200,1,RAND_SELECT,85347,92366
39200,2,SELECT,316836,349200
39200,2,RAND_SELECT,125753,128717
39200,3,SELECT,313857,346040
39200,3,RAND_SELECT,128674,122115
39200,4,SELECT,315296,347823
39200,4,RAND_SELECT,124477,125533
39200,5,SELECT,316110,349020
39200,5,RAND_SELECT,80770,78419
39300,1,SELECT,317857,350116
39300,1,RAND_SELECT,75821,73105
39300,2,SELECT,317513,349976
39300,2,RAND_SELECT,126092,124330
39300,3,SELECT,312562,344846
39300,3,RAND_SELECT,138440,141486
39300,4,SELECT,317707,350455
39300,4,RAND_SELECT,122805,120837
39300,5,SELECT,315827,348692
39300,5,RAND_SELECT,83669,78620
39400,1,SELECT,316928,349118
39400,1,RAND_SELECT,76280,73830
39400,2,SELECT,317387,349791
39400,2,RAND_SELECT,127818,132899
39400,3,SELECT,319550,352397
39400,3,RAND_SELECT,136809,134478
39400,4,SELECT,317889,350694
39400,4,RAND_SELECT,117266,124952
39400,5,SELECT,317528,350502
39400,5,RAND_SELECT,81505,78819
39500,1,SELECT,318514,350844
39500,1,RAND_SELECT,73545,68155
39500,2,SELECT,318430,351134
39500,2,RAND_SELECT,132316,136826
39500,3,SELECT,318326,351053
39500,3,RAND_SELECT,125485,126530
39500,4,SELECT,318670,351571
39500,4,RAND_SELECT,117488,122316
39500,5,SELECT,319098,352492
39500,5,RAND_SELECT,78390,79019
39600,1,SELECT,319210,351574
39600,1,RAND_SELECT,77152,75168
39600,2,SELECT,318384,350826
39600,2,RAND_SELECT,125683,121912
39600,3,SELECT,316809,349309
39600,3,RAND_SELECT,131531,125330
39600,4,SELECT,319508,352414
39600,4,RAND_SELECT,127380,123940
39600,5,SELECT,319504,352617
39600,5,RAND_SELECT,80252,79220
39700,1,SELECT,319459,351816
39700,1,RAND_SELECT,76600,73865
39700,2,SELECT,319517,352053
39700,2,RAND_SELECT,127243,130314
39700,3,SELECT,315586,347935
39700,3,RAND_SELECT,140576,140991
39700,4,SELECT,318813,351750
39700,4,RAND_SELECT,123376,122721
39700,5,SELECT,320374,353798
39700,5,RAND_SELECT,75976,79419
39800,1,SELECT,320226,352606
39800,1,RAND_SELECT,73782,68024
39800,2,SELECT,321406,354253
39800,2,RAND_SELECT,119989,124367
39800,3,SELECT,319757,352514
39800,3,RAND_SELECT,144246,146496
39800,4,SELECT,321671,354903
39800,4,RAND_SELECT,131213,129575
39800,5,SELECT,320670,354223
39800,5,RAND_SELECT,80389,79619
39900,1,SELECT,322061,354687
39900,1,RAND_SELECT,75002,70267
39900,2,SELECT,321240,353993
39900,2,RAND_SELECT,125925,120233
39900,3,SELECT,322220,355021
39900,3,RAND_SELECT,138203,138053
39900,4,SELECT,322628,355846
39900,4,RAND_SELECT,124160,117432
39900,5,SELECT,321818,355023
39900,5,RAND_SELECT,85510,79820
40000,1,SELECT,323011,355700
40000,1,RAND_SELECT,80197,80461
40000,2,SELECT,322555,355475
40000,2,RAND_SELECT,119836,119120
40000,3,SELECT,322977,356135
40000,3,RAND_SELECT,130033,133180
40000,4,SELECT,323385,356616
40000,4,RAND_SELECT,123797,124365
40000,5,SELECT,323427,356948
40000,5,RAND_SELECT,80592,80019
40100,1,SELECT,324185,357033
40100,1,RAND_SELECT,78567,77003
40100,2,SELECT,323404,356388
40100,2,RAND_SELECT,128970,128208
40100,3,SELECT,318349,350850
40100,3,RAND_SELECT,133160,135948
40100,4,SELECT,321682,354839
40100,4,RAND_SELECT,135167,136676
40100,5,SELECT,323134,356423
40100,5,RAND_SELECT,71447,80218
40200,1,SELECT,324307,357107
40200,1,RAND_SELECT,82032,83731
40200,2,SELECT,325119,358189
40200,2,RAND_SELECT,127590,121108
40200,3,SELECT,323091,355972
40200,3,RAND_SELECT,132742,135038
40200,4,SELECT,324138,357552
40200,4,RAND_SELECT,123605,127597
40200,5,SELECT,323889,357486
40200,5,RAND_SELECT,73905,80419
40300,1,SELECT,325493,358444
40300,1,RAND_SELECT,77445,74357
40300,2,SELECT,323893,356897
40300,2,RAND_SELECT,132380,140952
40300,3,SELECT,324714,357901
40300,3,RAND_SELECT,129331,134516
40300,4,SELECT,325320,359041
40300,4,RAND_SELECT,127217,134796
40300,5,SELECT,324838,358731
40300,5,RAND_SELECT,87237,80620
40400,1,SELECT,325404,358253
40400,1,RAND_SELECT,83632,86531
40400,2,SELECT,326408,359619
40400,2,RAND_SELECT,125799,124663
40400,3,SELECT,326330,359684
40400,3,RAND_SELECT,134820,131120
40400,4,SELECT,323709,357024
40400,4,RAND_SELECT,136215,136077
40400,5,SELECT,327655,361687
40400,5,RAND_SELECT,79858,80819
40500,1,SELECT,326716,359873
40500,1,RAND_SELECT,79084,77232
40500,2,SELECT,324376,357330
40500,2,RAND_SELECT,137380,143998
40500,3,SELECT,327953,361539
40500,3,RAND_SELECT,138660,133249
40500,4,SELECT,326309,359802
40500,4,RAND_SELECT,120628,122897
40500,5,SELECT,326389,360405
40500,5,RAND_SELECT,76796,81020
40600,1,SELECT,327426,360538
40600,1,RAND_SELECT,81908,82681
40600,2,SELECT,325282,358361
40600,2,RAND_SELECT,131872,138510
40600,3,SELECT,325806,359155
40600,3,RAND_SELECT,137117,136969
40600,4,SELECT,327804,361830
40600,4,RAND_SELECT,122418,129066
40600,5,SELECT,327238,360885
40600,5,RAND_SELECT,85398,81221
40700,1,SELECT,326648,359679
40700,1,RAND_SELECT,79603,77875
40700,2,SELECT,328334,361821
40700,2,RAND_SELECT,118603,116246
40700,3,SELECT,327359,360823
40700,3,RAND_SELECT,140267,140987
40700,4,SELECT,327781,361374
40700,4,RAND_SELECT,131842,129403
40700,5,SELECT,327371,361107
40700,5,RAND_SELECT,79635,81421
40800,1,SELECT,329514,362843
40800,1,RAND_SELECT,78835,76138
40800,2,SELECT,329249,362815
40800,2,RAND_SELECT,124953,121525
40800,3,SELECT,322942,355950
40800,3,RAND_SELECT,136300,138067
40800,4,SELECT,328226,362035
40800,4,RAND_SELECT,128898,133505
40800,5,SELECT,329573,363622
40800,5,RAND_SELECT,80113,81621
40900,1,SELECT,329870,363195
40900,1,RAND_SELECT,81886,82036
40900,2,SELECT,330518,364044
40900,2,RAND_SELECT,129070,132420
40900,3,SELECT,329985,363798
40900,3,RAND_SELECT,141332,142267
40900,4,SELECT,328475,362216
40900,4,RAND_SELECT,117612,123128
40900,5,SELECT,329119,363123
40900,5,RAND_SELECT,85444,81820
41000,1,SELECT,331114,364564
41000,1,RAND_SELECT,81804,81675
41000,2,SELECT,331002,364672
41000,2,RAND_SELECT,121139,119154
41000,3,SELECT,328714,362309
41000,3,RAND_SELECT,138768,133123
41000,4,SELECT,330282,364472
41000,4,RAND_SELECT,129763,130907
41000,5,SELECT,330869,365230
41000,5,RAND_SELECT,87152,82020
41100,1,SELECT,331893,365426
41100,1,RAND_SELECT,81344,80552
41100,2,SELECT,332173,366023
41100,2,RAND_SELECT,121241,115519
41100,3,SELECT,332502,366435
41100,3,RAND_SELECT,134495,131892
41100,4,SELECT,331995,366264
41100,4,RAND_SELECT,120339,122517
41100,5,SELECT,330784,364842
41100,5,RAND_SELECT,89000,82218
41200,1,SELECT,333167,366910
41200,1,RAND_SELECT,79873,77414
41200,2,SELECT,331537,365162
41200,2,RAND_SELECT,130143,129787
41200,3,SELECT,330216,364156
41200,3,RAND_SELECT,119607,114024
41200,4,SELECT,329381,363003
41200,4,RAND_SELECT,120762,121290
41200,5,SELECT,334252,369242
41200,5,RAND_SELECT,87811,82419
41300,1,SELECT,332994,366691
41300,1,RAND_SELECT,81682,80828
41300,2,SELECT,334005,368062
41300,2,RAND_SELECT,120706,123609
41300,3,SELECT,332459,366444
41300,3,RAND_SELECT,139525,144467
41300,4,SELECT,333578,367981
41300,4,RAND_SELECT,126982,136087
41300,5,SELECT,334056,368775
41300,5,RAND_SELECT,81110,82621
41400,1,SELECT,333799,367519
41400,1,RAND_SELECT,89908,97086
41400,2,SELECT,332658,366443
41400,2,RAND_SELECT,131974,134627
41400,3,SELECT,335061,369344
41400,3,RAND_SELECT,135388,125882
41400,4,SELECT,334833,369399
41400,4,RAND_SELECT,125644,124276
41400,5,SELECT,333905,368538
41400,5,RAND_SELECT,85301,82820
41500,1,SELECT,333217,366839
41500,1,RAND_SELECT,79070,75209
41500,2,SELECT,333800,367684
41500,2,RAND_SELECT,135299,136742
41500,3,SELECT,334982,369238
41500,3,RAND_SELECT,139637,131221
41500,4,SELECT,334403,369143
41500,4,RAND_SELECT,128412,123673
41500,5,SELECT,336337,371246
41500,5,RAND_SELECT,83794,83020
41600,1,SELECT,336528,370555
41600,1,RAND_SELECT,75121,67107
41600,2,SELECT,334582,368648
41600,2,RAND_SELECT,122171,126417
41600,3,SELECT,335725,370086
41600,3,RAND_SELECT,141937,145335
41600,4,SELECT,336515,371245
41600,4,RAND_SELECT,124571,123008
41600,5,SELECT,334742,369536
41600,5,RAND_SELECT,83656,83219
41700,1,SELECT,336092,370029
41700,1,RAND_SELECT,87914,92497
41700,2,SELECT,335434,369563
41700,2,RAND_SELECT,136982,139289
41700,3,SELECT,331358,365447
41700,3,RAND_SELECT,140372,141854
41700,4,SELECT,333915,368190
41700,4,RAND_SELECT,139057,133584
41700,5,SELECT,337894,373184
41700,5,RAND_SELECT,80238,83419
41800,1,SELECT,337153,371211
41800,1,RAND_SELECT,82950,82369
41800,2,SELECT,337899,372359
41800,2,RAND_SELECT,131117,140128
41800,3,SELECT,338220,372888
41800,3,RAND_SELECT,144629,142076
41800,4,SELECT,337165,372047
41800,4,RAND_SELECT,136336,139857
41800,5,SELECT,337079,372089
41800,5,RAND_SELECT,83289,83620
41900,1,SELECT,337885,372092
41900,1,RAND_SELECT,84187,84642
41900,2,SELECT,337686,371946
41900,2,RAND_SELECT,118490,114471
41900,3,SELECT,337995,372728
41900,3,RAND_SELECT,145270,139555
41900,4,SELECT,338515,373171
41900,4,RAND_SELECT,118080,128702
41900,5,SELECT,338488,373490
41900,5,RAND_SELECT,83910,83819
42000,1,SELECT,338794,372978
42000,1,RAND_SELECT,84324,84721
42000,2,SELECT,338401,372860
42000,2,RAND_SELECT,134751,142797
42000,3,SELECT,340063,375136
42000,3,RAND_SELECT,139522,149643
42000,4,SELECT,335886,370509
42000,4,RAND_SELECT,141357,136889
42000,5,SELECT,339085,374410
42000,5,RAND_SELECT,80532,84020
42100,1,SELECT,339047,373278
42100,1,RAND_SELECT,79724,75313
42100,2,SELECT,337098,371325
42100,2,RAND_SELECT,141406,142224
42100,3,SELECT,339801,374734
42100,3,RAND_SELECT,141057,139737
42100,4,SELECT,340805,375805
42100,4,RAND_SELECT,126010,127301
42100,5,SELECT,337886,372773
42100,5,RAND_SELECT,75014,84220
42200,1,SELECT,340753,375208
42200,1,RAND_SELECT,87506,90682
42200,2,SELECT,340546,375237
42200,2,RAND_SELECT,131797,127902
42200,3,SELECT,341833,376823
42200,3,RAND_SELECT,143615,138969
42200,4,SELECT,338646,373157
42200,4,RAND_SELECT,132532,126574
42200,5,SELECT,342078,377289
42200,5,RAND_SELECT,82021,84421
42300,1,SELECT,341216,375697
42300,1,RAND_SELECT,79779,75027
42300,2,SELECT,341660,376429
42300,2,RAND_SELECT,137272,136314
42300,3,SELECT,342925,378204
42300,3,RAND_SELECT,138777,135273
42300,4,SELECT,342319,377556
42300,4,RAND_SELECT,129511,123613
42300,5,SELECT,340133,375373
42300,5,RAND_SELECT,83326,84620
42400,1,SELECT,341492,376024
42400,1,RAND_SELECT,83033,81333
42400,2,SELECT,336893,371112
42400,2,RAND_SELECT,123420,118118
42400,3,SELECT,341340,376170
42400,3,RAND_SELECT,144937,130740
42400,4,SELECT,342264,377436
42400,4,RAND_SELECT,137522,143800
42400,5,SELECT,343538,379061
42400,5,RAND_SELECT,87581,84820
42500,1,SELECT,343123,377746
42500,1,RAND_SELECT,79403,73873
42500,2,SELECT,342539,377422
42500,2,RAND_SELECT,137305,140222
42500,3,SELECT,343736,378747
42500,3,RAND_SELECT,146726,139439
42500,4,SELECT,342518,377440
42500,4,RAND_SELECT,132326,130815
42500,5,SELECT,342759,378134
42500,5,RAND_SELECT,83015,85020
42600,1,SELECT,343048,377673
42600,1,RAND_SELECT,91118,97105
42600,2,SELECT,340528,374982
42600,2,RAND_SELECT,129519,125213
42600,3,SELECT,343801,378806
42600,3,RAND_SELECT,151498,151526
42600,4,SELECT,343095,378466
42600,4,RAND_SELECT,130599,130291
42600,5,SELECT,340533,375755
42600,5,RAND_SELECT,84751,85220
42700,1,SELECT,344955,379848
42700,1,RAND_SELECT,93088,100848
42700,2,SELECT,344936,380014
42700,2,RAND_SELECT,134000,133684
42700,3,SELECT,345487,380763
42700,3,RAND_SELECT,148394,150508
42700,4,SELECT,344206,379721
42700,4,RAND_SELECT,140475,139765
42700,5,SELECT,344828,380694
42700,5,RAND_SELECT,88196,85421
42800,1,SELECT,344829,379574
42800,1,RAND_SELECT,89457,93386
42800,2,SELECT,346222,381392
42800,2,RAND_SELECT,137211,137590
42800,3,SELECT,346099,381392
42800,3,RAND_SELECT,151415,146319
42800,4,SELECT,345659,380970
42800,4,RAND_SELECT,129810,138888
42800,5,SELECT,345426,381194
42800,5,RAND_SELECT,87958,85618
42900,1,SELECT,346465,381461
42900,1,RAND_SELECT,85191,84648
42900,2,SELECT,345713,380885
42900,2,RAND_SELECT,133272,131168
42900,3,SELECT,345073,380416
42900,3,RAND_SELECT,151341,155876
42900,4,SELECT,345722,381285
42900,4,RAND_SELECT,139346,139555
42900,5,SELECT,345075,380786
42900,5,RAND_SELECT,88281,85821
43000,1,SELECT,347774,382804
43000,1,RAND_SELECT,84266,82598
43000,2,SELECT,347602,382940
43000,2,RAND_SELECT,134006,130353
43000,3,SELECT,348140,383722
43000,3,RAND_SELECT,138277,141158
43000,4,SELECT,347540,383079
43000,4,RAND_SELECT,133293,140105
43000,5,SELECT,346928,382943
43000,5,RAND_SELECT,87719,86020
43100,1,SELECT,347662,382826
43100,1,RAND_SELECT,92807,99481
43100,2,SELECT,346094,381214
43100,2,RAND_SELECT,140495,142570
43100,3,SELECT,347699,383314
43100,3,RAND_SELECT,145565,143977
43100,4,SELECT,349424,385465
43100,4,RAND_SELECT,131886,135310
43100,5,SELECT,347755,383655
43100,5,RAND_SELECT,81257,86221
43200,1,SELECT,349048,384361
43200,1,RAND_SELECT,89723,93113
43200,2,SELECT,348773,384104
43200,2,RAND_SELECT,135289,130481
43200,3,SELECT,350150,385927
43200,3,RAND_SELECT,142195,140054
43200,4,SELECT,347697,383516
43200,4,RAND_SELECT,126268,129375
43200,5,SELECT,348036,383921
43200,5,RAND_SELECT,80597,86421
43300,1,SELECT,350312,385733
43300,1,RAND_SELECT,93639,100746
43300,2,SELECT,350447,386199
43300,2,RAND_SELECT,131894,125858
43300,3,SELECT,349670,385469
43300,3,RAND_SELECT,156487,164200
43300,4,SELECT,349208,384884
43300,4,RAND_SELECT,140961,135351
43300,5,SELECT,348268,384074
43300,5,RAND_SELECT,88233,86619
43400,1,SELECT,350901,386436
43400,1,RAND_SELECT,88350,89967
43400,2,SELECT,351002,386558
43400,2,RAND_SELECT,128127,125318
43400,3,SELECT,350090,385947
43400,3,RAND_SELECT,153121,160925
43400,4,SELECT,351086,387032
43400,4,RAND_SELECT,132188,135822
43400,5,SELECT,349425,385318
43400,5,RAND_SELECT,80169,86819
43500,1,SELECT,350774,386147
43500,1,RAND_SELECT,90661,94389
43500,2,SELECT,351909,387804
43500,2,RAND_SELECT,141558,140427
43500,3,SELECT,351949,387860
43500,3,RAND_SELECT,145015,137588
43500,4,SELECT,349069,385053
43500,4,RAND_SELECT,138872,142796
43500,5,SELECT,353102,389379
43500,5,RAND_SELECT,84303,87020
43600,1,SELECT,352285,387911
43600,1,RAND_SELECT,90312,93494
43600,2,SELECT,351859,387576
43600,2,RAND_SELECT,138571,138648
43600,3,SELECT,349177,384760
43600,3,RAND_SELECT,144917,143950
43600,4,SELECT,352112,388229
43600,4,RAND_SELECT,128514,126484
43600,5,SELECT,351938,388369
43600,5,RAND_SELECT,92462,87221
43700,1,SELECT,351715,387298
43700,1,RAND_SELECT,86116,84900
43700,2,SELECT,353192,389122
43700,2,RAND_SELECT,133704,130861
43700,3,SELECT,348999,384834
43700,3,RAND_SELECT,153217,149255
43700,4,SELECT,353269,389441
43700,4,RAND_SELECT,134415,139636
43700,5,SELECT,352160,388428
43700,5,RAND_SELECT,88652,87421
43800,1,SELECT,353805,389523
43800,1,RAND_SELECT,73783,60033
43800,2,SELECT,353946,389798
43800,2,RAND_SELECT,134290,132781
43800,3,SELECT,354353,390467
43800,3,RAND_SELECT,150142,151565
43800,4,SELECT,353345,389643
43800,4,RAND_SELECT,134728,132491
43800,5,SELECT,354552,391043
43800,5,RAND_SELECT,86502,87620
43900,1,SELECT,353834,389516
43900,1,RAND_SELECT,85376,83020
43900,2,SELECT,354212,390091
43900,2,RAND_SELECT,141758,148349
43900,3,SELECT,354786,391006
43900,3,RAND_SELECT,141701,142030
43900,4,SELECT,351815,388109
43900,4,RAND_SELECT,132210,130817
43900,5,SELECT,355166,392237
43900,5,RAND_SELECT,84183,87820
44000,1,SELECT,355389,391278
44000,1,RAND_SELECT,90669,93410
44000,2,SELECT,355196,391247
44000,2,RAND_SELECT,133375,126641
44000,3,SELECT,351648,387551
44000,3,RAND_SELECT,142591,142469
44000,4,SELECT,355735,392276
44000,4,RAND_SELECT,132583,129385
44000,5,SELECT,356713,393627
44000,5,RAND_SELECT,87177,88019
44100,1,SELECT,355744,391669
44100,1,RAND_SELECT,84192,80251
44100,2,SELECT,355892,391976
44100,2,RAND_SELECT,141962,144161
44100,3,SELECT,346204,381790
44100,3,RAND_SELECT,157984,162792
44100,4,SELECT,355986,392460
44100,4,RAND_SELECT,130243,131628
44100,5,SELECT,355967,392713
44100,5,RAND_SELECT,87813,88219
44200,1,SELECT,357377,393473
44200,1,RAND_SELECT,84632,80932
44200,2,SELECT,357254,393424
44200,2,RAND_SELECT,142512,140969
44200,3,SELECT,354242,390634
44200,3,RAND_SELECT,141247,140667
44200,4,SELECT,357251,394066
44200,4,RAND_SELECT,130606,133002
44200,5,SELECT,357875,394705
44200,5,RAND_SELECT,88658,88419
44300,1,SELECT,357420,393420
44300,1,RAND_SELECT,88403,88273
44300,2,SELECT,358487,394991
44300,2,RAND_SELECT,136251,137731
44300,3,SELECT,354561,390865
44300,3,RAND_SELECT,141865,146967
44300,4,SELECT,357285,394283
44300,4,RAND_SELECT,141199,136643
44300,5,SELECT,358535,395758
44300,5,RAND_SELECT,89655,88620
44400,1,SELECT,356706,392647
44400,1,RAND_SELECT,87820,86908
44400,2,SELECT,358024,394278
44400,2,RAND_SELECT,135576,143113
44400,3,SELECT,356088,392509
44400,3,RAND_SELECT,151628,148548
44400,4,SELECT,358699,395489
44400,4,RAND_SELECT,144305,144200
44400,5,SELECT,358266,395158
44400,5,RAND_SELECT,93156,88822
44500,1,SELECT,358663,394806
44500,1,RAND_SELECT,95695,102459
44500,2,SELECT,356148,392389
44500,2,RAND_SELECT,138749,144008
44500,3,SELECT,359499,396305
44500,3,RAND_SELECT,149513,139617
44500,4,SELECT,360881,398124
44500,4,RAND_SELECT,144912,146423
44500,5,SELECT,361134,398389
44500,5,RAND_SELECT,95415,89021
44600,1,SELECT,360072,396312
44600,1,RAND_SELECT,89687,90241
44600,2,SELECT,359573,395945
44600,2,RAND_SELECT,142167,138329
44600,3,SELECT,360228,397164
44600,3,RAND_SELECT,161940,164849
44600,4,SELECT,358563,395118
44600,4,RAND_SELECT,136590,139168
44600,5,SELECT,361644,399279
44600,5,RAND_SELECT,81788,89219
44700,1,SELECT,360210,396608
44700,1,RAND_SELECT,92161,94988
44700,2,SELECT,357359,393744
44700,2,RAND_SELECT,139781,137210
44700,3,SELECT,357139,393578
44700,3,RAND_SELECT,154092,153798
44700,4,SELECT,360903,397998
44700,4,RAND_SELECT,142401,138702
44700,5,SELECT,361305,398439
44700,5,RAND_SELECT,90309,89420
44800,1,SELECT,362352,398876
44800,1,RAND_SELECT,86564,83600
44800,2,SELECT,361505,398179
44800,2,RAND_SELECT,139234,139990
44800,3,SELECT,362432,399461
44800,3,RAND_SELECT,148616,147956
44800,4,SELECT,361144,397952
44800,4,RAND_SELECT,143403,139328
44800,5,SELECT,362993,400618
44800,5,RAND_SELECT,92370,89619
44900,1,SELECT,362583,399134
44900,1,RAND_SELECT,90591,91450
44900,2,SELECT,362150,399003
44900,2,RAND_SELECT,133193,130082
44900,3,SELECT,364290,401464
44900,3,RAND_SELECT,145126,138076
44900,4,SELECT,363980,401164
44900,4,RAND_SELECT,138895,142817
44900,5,SELECT,362399,399998
44900,5,RAND_SELECT,85540,89820
45000,1,SELECT,362661,399184
45000,1,RAND_SELECT,95233,100538
45000,2,SELECT,363438,400349
45000,2,RAND_SELECT,139682,137142
45000,3,SELECT,363227,400292
45000,3,RAND_SELECT,153388,145977
45000,4,SELECT,362381,399754
45000,4,RAND_SELECT,137115,138023
45000,5,SELECT,363468,401005
45000,5,RAND_SELECT,92172,90021
45100,1,SELECT,364312,401101
45100,1,RAND_SELECT,89389,88646
45100,2,SELECT,364008,400948
45100,2,RAND_SELECT,141210,133323
45100,3,SELECT,364254,401444
45100,3,RAND_SELECT,154527,158026
45100,4,SELECT,363413,400697
45100,4,RAND_SELECT,143728,144027
45100,5,SELECT,365213,402922
45100,5,RAND_SELECT,89990,90219
45200,1,SELECT,364462,401224
45200,1,RAND_SELECT,95371,100413
45200,2,SELECT,364271,401230
45200,2,RAND_SELECT,152844,147185
45200,3,SELECT,366286,403713
45200,3,RAND_SELECT,158024,158345
45200,4,SELECT,364334,401821
45200,4,RAND_SELECT,143192,148290
45200,5,SELECT,365585,403343
45200,5,RAND_SELECT,91614,90419
45300,1,SELECT,366199,403141
45300,1,RAND_SELECT,91092,91655
45300,2,SELECT,366039,403230
45300,2,RAND_SELECT,140098,139504
45300,3,SELECT,365865,403207
45300,3,RAND_SELECT,152746,154739
45300,4,SELECT,362786,399705
45300,4,RAND_SELECT,140323,140077
45300,5,SELECT,365680,403433
45300,5,RAND_SELECT,87157,90619
45400,1,SELECT,367638,404800
45400,1,RAND_SELECT,89647,88563
45400,2,SELECT,364269,401196
45400,2,RAND_SELECT,143010,148601
45400,3,SELECT,363544,400765
45400,3,RAND_SELECT,156249,164552
45400,4,SELECT,367982,405854
45400,4,RAND_SELECT,142087,141352
45400,5,SELECT,366141,403568
45400,5,RAND_SELECT,89126,90821
45500,1,SELECT,366904,403902
45500,1,RAND_SELECT,100844,110764
45500,2,SELECT,366864,404053
45500,2,RAND_SELECT,141338,137637
45500,3,SELECT,368234,405775
45500,3,RAND_SELECT,154035,154582
45500,4,SELECT,366317,403832
45500,4,RAND_SELECT,138816,140317
45500,5,SELECT,364924,402621
45500,5,RAND_SELECT,103468,91021
45600,1,SELECT,368093,405165
45600,1,RAND_SELECT,92050,92967
45600,2,SELECT,368684,406122
45600,2,RAND_SELECT,147851,152606
45600,3,SELECT,368384,405802
45600,3,RAND_SELECT,148222,161428
45600,4,SELECT,367825,405505
45600,4,RAND_SELECT,147413,156625
45600,5,SELECT,369320,407506
45600,5,RAND_SELECT,85362,91220
45700,1,SELECT,369089,406265
45700,1,RAND_SELECT,91688,92042
45700,2,SELECT,370011,407557
45700,2,RAND_SELECT,144200,144207
45700,3,SELECT,370941,408933
45700,3,RAND_SELECT,151586,154340
45700,4,SELECT,367809,405274
45700,4,RAND_SELECT,161886,152283
45700,5,SELECT,369643,407629
45700,5,RAND_SELECT,102011,91422
45800,1,SELECT,368523,405710
45800,1,RAND_SELECT,82086,72640
45800,2,SELECT,369336,406917
45800,2,RAND_SELECT,145980,151791
45800,3,SELECT,370569,408281
45800,3,RAND_SELECT,146490,145198
45800,4,SELECT,368757,406597
45800,4,RAND_SELECT,147462,144106
45800,5,SELECT,370765,409165
45800,5,RAND_SELECT,82165,91619
45900,1,SELECT,371367,408862
45900,1,RAND_SELECT,91693,91653
45900,2,SELECT,370935,408455
45900,2,RAND_SELECT,143513,142270
45900,3,SELECT,370595,408453
45900,3,RAND_SELECT,151220,155287
45900,4,SELECT,370710,408647
45900,4,RAND_SELECT,145678,144289
45900,5,SELECT,371463,409622
45900,5,RAND_SELECT,96716,91821
46000,1,SELECT,371996,409490
46000,1,RAND_SELECT,88113,84292
46000,2,SELECT,369201,406612
46000,2,RAND_SELECT,153271,152539
46000,3,SELECT,369709,407412
46000,3,RAND_SELECT,158574,160944
46000,4,SELECT,371164,409316
46000,4,RAND_SELECT,135975,139063
46000,5,SELECT,371239,409570
46000,5,RAND_SELECT,93734,92020
46100,1,SELECT,373373,411055
46100,1,RAND_SELECT,89725,87320
46100,2,SELECT,371324,409026
46100,2,RAND_SELECT,143610,152061
46100,3,SELECT,372239,410259
46100,3,RAND_SELECT,162523,161582
46100,4,SELECT,373443,411611
46100,4,RAND_SELECT,139987,144638
46100,5,SELECT,374293,412753
46100,5,RAND_SELECT,94364,92220
46200,1,SELECT,373340,410986
46200,1,RAND_SELECT,89623,86915
46200,2,SELECT,371613,409309
46200,2,RAND_SELECT,143481,149146
46200,3,SELECT,367068,404635
46200,3,RAND_SELECT,155329,155243
46200,4,SELECT,370276,408020
46200,4,RAND_SELECT,146893,151895
46200,5,SELECT,374202,412332
46200,5,RAND_SELECT,93284,92420
46300,1,SELECT,373354,410956
46300,1,RAND_SELECT,86070,79608
46300,2,SELECT,371112,408907
46300,2,RAND_SELECT,146288,141656
46300,3,SELECT,369984,407857
46300,3,RAND_SELECT,154255,156741
46300,4,SELECT,373757,412032
46300,4,RAND_SELECT,137335,143252
46300,5,SELECT,372449,411189
46300,5,RAND_SELECT,106061,92621
46400,1,SELECT,375269,413177
46400,1,RAND_SELECT,86315,79896
46400,2,SELECT,375236,413203
46400,2,RAND_SELECT,142106,138231
46400,3,SELECT,376983,415530
46400,3,RAND_SELECT,158815,168508
46400,4,SELECT,375675,414048
46400,4,RAND_SELECT,148497,140138
46400,5,SELECT,375411,414569
46400,5,RAND_SELECT,97333,92820
46500,1,SELECT,375922,413802
46500,1,RAND_SELECT,86488,80038
46500,2,SELECT,375315,413487
46500,2,RAND_SELECT,145215,142792
46500,3,SELECT,375509,413806
46500,3,RAND_SELECT,161630,163295
46500,4,SELECT,374143,412465
46500,4,RAND_SELECT,145127,148477
46500,5,SELECT,375831,414801
46500,5,RAND_SELECT,99443,93022
46600,1,SELECT,376798,414753
46600,1,RAND_SELECT,95070,97009
46600,2,SELECT,377164,415451
46600,2,RAND_SELECT,152311,153759
46600,3,SELECT,377446,416000
46600,3,RAND_SELECT,151311,156188
46600,4,SELECT,376924,415687
46600,4,RAND_SELECT,157772,150048
